Date,59.91°,59.13°,59.97°,61.9°,63.25°,65.46°,66.74°,67.96°,69.49°,70.51°,70.2°,70.2°,68.55°,65.32°,62.52°,60.99°,59.91°
2023-11-20,3.82,3.63,3.83,4.47,5.2,7.07,6.68,6.25,5.62,5.12,5.28,5.28,6.03,7.12,4.77,4.15,3.82
2023-11-21,3.87,3.67,3.88,4.53,5.38,6.97,6.58,6.15,5.5,4.97,5.13,5.13,5.92,7.02,4.87,4.2,3.87
2023-11-22,3.92,3.72,3.93,4.63,5.55,6.9,6.48,6.03,5.37,4.8,5.0,5.0,5.8,6.93,4.98,4.27,3.92
2023-11-23,3.97,3.77,3.97,4.73,5.77,6.82,6.38,5.93,5.23,4.65,4.85,4.85,5.68,6.85,5.13,4.32,3.97
2023-11-24,4.02,3.78,4.03,4.83,6.03,6.72,6.3,5.82,5.1,4.5,4.7,4.7,5.57,6.77,5.25,4.4,4.02
2023-11-25,4.07,3.83,4.08,4.93,6.43,6.63,6.2,5.73,4.97,4.37,4.57,4.57,5.47,6.67,5.4,4.47,4.07
2023-11-26,4.1,3.9,4.13,5.07,7.18,6.55,6.12,5.62,4.85,4.2,4.42,4.42,5.35,6.58,5.58,4.55,4.1
2023-11-27,4.17,3.92,4.2,5.17,7.12,6.47,6.02,5.52,4.72,4.05,4.27,4.27,5.23,6.52,5.77,4.62,4.17
2023-11-28,4.22,3.97,4.23,5.28,7.05,6.4,5.93,5.4,4.6,3.9,4.13,4.13,5.13,6.43,6.0,4.7,4.22
2023-11-29,4.28,4.0,4.3,5.43,6.98,6.32,5.85,5.32,4.48,3.75,3.98,3.98,5.02,6.35,6.37,4.8,4.28
2023-11-30,4.33,4.05,4.37,5.6,6.92,6.23,5.77,5.22,4.35,3.58,3.85,3.85,4.92,6.28,7.12,4.87,4.33
2023-12-01,4.4,4.1,4.42,5.78,6.87,6.17,5.67,5.12,4.23,3.43,3.7,3.7,4.8,6.22,7.07,4.97,4.4
2023-12-02,4.43,4.13,4.48,6.0,6.82,6.1,5.58,5.02,4.12,3.28,3.55,3.55,4.72,6.15,7.02,5.05,4.43
2023-12-03,4.5,4.17,4.53,6.27,6.73,6.03,5.53,4.93,4.0,3.13,3.43,3.43,4.6,6.08,6.95,5.13,4.5
2023-12-04,4.57,4.23,4.6,6.9,6.68,5.97,5.45,4.85,3.88,2.98,3.28,3.28,4.52,6.02,6.9,5.23,4.57
2023-12-05,4.63,4.28,4.65,7.02,6.63,5.9,5.38,4.77,3.78,2.83,3.17,3.17,4.43,5.97,6.85,5.37,4.63
2023-12-06,4.68,4.32,4.7,6.97,6.6,5.85,5.32,4.7,3.67,2.68,3.03,3.03,4.33,5.9,6.8,5.47,4.68
2023-12-07,4.73,4.35,4.77,6.93,6.55,5.78,5.25,4.62,3.57,2.53,2.9,2.9,4.25,5.85,6.75,5.58,4.73
2023-12-08,4.78,4.38,4.83,6.9,6.5,5.73,5.18,4.53,3.47,2.4,2.77,2.77,4.17,5.8,6.72,5.73,4.78
2023-12-09,4.85,4.43,4.9,6.85,6.45,5.68,5.12,4.48,3.38,2.25,2.65,2.65,4.08,5.75,6.68,5.85,4.85
2023-12-10,4.92,4.47,4.93,6.83,6.43,5.63,5.07,4.4,3.27,2.1,2.53,2.53,4.03,5.7,6.63,6.03,4.92
2023-12-11,4.93,4.53,5.0,6.78,6.38,5.58,5.02,4.35,3.18,1.95,2.42,2.42,3.95,5.65,6.62,6.17,4.93
2023-12-12,5.0,4.53,5.07,6.77,6.37,5.57,4.97,4.3,3.12,1.82,2.3,2.3,3.9,5.62,6.57,6.4,5.0
2023-12-13,5.07,4.57,5.1,6.73,6.32,5.52,4.95,4.25,3.05,1.68,2.2,2.2,3.85,5.58,6.55,6.83,5.07
2023-12-14,5.1,4.6,5.13,6.7,6.3,5.5,4.9,4.2,2.97,1.55,2.1,2.1,3.8,5.55,6.53,6.97,5.1
2023-12-15,5.15,4.63,5.17,6.68,6.28,5.45,4.87,4.15,2.92,1.42,2.02,2.02,3.75,5.52,6.52,6.95,5.15
2023-12-16,5.18,4.65,5.22,6.67,6.27,5.43,4.83,4.13,2.87,1.3,1.93,1.93,3.7,5.5,6.5,6.93,5.18
2023-12-17,5.2,4.67,5.23,6.65,6.25,5.42,4.82,4.08,2.82,1.2,1.85,1.85,3.67,5.48,6.48,6.92,5.2
2023-12-18,5.23,4.67,5.28,6.63,6.23,5.4,4.8,4.07,2.77,1.1,1.8,1.8,3.63,5.47,6.47,6.9,5.23
2023-12-19,5.23,4.7,5.3,6.63,6.22,5.38,4.78,4.05,2.75,1.03,1.75,1.75,3.62,5.45,6.45,6.88,5.23
2023-12-20,5.25,4.7,5.32,6.63,6.2,5.37,4.77,4.03,2.73,0.97,1.73,1.73,3.6,5.43,6.43,6.87,5.25
2023-12-21,5.27,4.72,5.32,6.62,6.22,5.38,4.75,4.02,2.72,0.95,1.72,1.72,3.58,5.43,6.45,6.88,5.27
2023-12-22,5.28,4.73,5.33,6.63,6.2,5.37,4.77,4.03,2.72,0.93,1.7,1.7,3.6,5.43,6.43,6.87,5.28
2023-12-23,5.27,4.72,5.33,6.62,6.22,5.38,4.75,4.05,2.72,0.95,1.72,1.72,3.62,5.45,6.45,6.88,5.27
2023-12-24,5.27,4.7,5.3,6.63,6.22,5.4,4.77,4.03,2.73,1.0,1.73,1.73,3.6,5.43,6.43,6.88,5.27
2023-12-25,5.23,4.7,5.3,6.65,6.22,5.38,4.78,4.05,2.77,1.08,1.78,1.78,3.65,5.45,6.45,6.88,5.23
2023-12-26,5.2,4.7,5.27,6.67,6.23,5.4,4.8,4.1,2.8,1.17,1.83,1.83,3.67,5.47,6.47,6.9,5.2
2023-12-27,5.17,4.65,5.23,6.67,6.25,5.42,4.82,4.12,2.85,1.28,1.92,1.92,3.68,5.48,6.48,6.92,5.17
2023-12-28,5.13,4.63,5.2,6.68,6.27,5.47,4.87,4.13,2.9,1.4,2.0,2.0,3.73,5.5,6.5,6.93,5.13
2023-12-29,5.1,4.6,5.17,6.72,6.28,5.48,4.88,4.18,2.95,1.52,2.08,2.08,3.78,5.55,6.52,6.95,5.1
2023-12-30,5.07,4.58,5.13,6.73,6.33,5.5,4.93,4.23,3.03,1.63,2.17,2.17,3.83,5.57,6.53,6.97,5.07
2023-12-31,5.0,4.57,5.07,6.75,6.35,5.55,4.95,4.28,3.08,1.78,2.28,2.28,3.88,5.62,6.58,6.47,5.0
