Date,59.91°,59.13°,59.97°,61.9°,63.25°,65.46°,66.74°,67.96°,69.49°,70.51°,70.2°,70.2°,68.55°,65.32°,62.52°,60.99°,59.91°
2023-01-18,278.5,264.25,279.75,330.75,405.25,453.5,433.0,410.75,377.25,351.25,359.5,359.5,398.75,455.75,356.5,303.0,278.5
2023-01-19,275.25,261.5,276.25,325.0,389.0,458.25,438.25,416.25,384.0,358.5,366.5,366.5,404.5,460.25,348.5,298.75,275.25
2023-01-20,272.25,259.0,273.0,319.25,376.0,463.0,443.5,422.0,390.5,366.0,373.75,373.75,410.5,465.0,340.75,294.75,272.25
2023-01-21,269.0,256.25,270.25,313.5,365.0,468.0,448.75,428.0,397.25,373.25,381.0,381.0,416.75,470.0,333.5,290.5,269.0
2023-01-22,266.0,253.5,266.75,308.25,355.5,473.0,454.25,434.0,404.25,380.75,388.25,388.25,423.25,475.0,327.0,286.5,266.0
2023-01-23,263.0,251.0,264.0,303.0,346.25,478.25,459.75,440.25,411.25,388.5,395.75,395.75,429.75,480.0,320.75,282.5,263.0
2023-01-24,260.5,249.0,261.5,298.5,338.5,483.25,465.5,446.25,418.25,396.25,403.25,403.25,436.0,485.25,314.5,279.0,260.5
2023-01-25,257.25,246.0,258.0,294.25,331.25,488.75,471.25,452.5,425.25,404.0,410.75,410.75,442.5,490.5,309.0,275.25,257.25
2023-01-26,254.5,244.0,255.25,289.5,324.75,494.0,477.0,458.75,432.25,411.75,418.25,418.25,449.25,449.25,304.0,272.0,254.5
2023-01-27,252.0,241.75,252.75,285.5,318.25,434.0,483.0,465.25,439.75,419.75,426.0,426.0,455.75,418.0,299.0,268.5,252.0
2023-01-28,249.5,239.0,250.0,281.5,312.5,409.5,489.0,471.75,446.75,427.75,433.75,433.75,462.5,398.5,294.75,265.25,249.5
2023-01-29,246.75,237.0,247.75,278.0,307.0,391.75,495.0,478.0,454.0,435.5,441.5,441.5,469.5,383.25,290.0,262.0,246.75
2023-01-30,244.25,235.0,245.25,274.25,301.75,378.0,501.0,484.75,461.5,443.5,449.25,449.25,476.25,370.75,285.75,259.25,244.25
2023-01-31,242.0,232.75,242.75,270.5,296.75,365.75,483.75,491.25,468.75,451.75,457.25,457.25,483.25,359.75,282.0,256.5,242.0
2023-02-01,239.5,230.75,240.25,267.25,292.0,355.75,436.0,498.0,476.25,459.75,465.0,465.0,490.0,350.25,278.0,253.5,239.5
2023-02-02,237.25,228.75,238.25,264.0,288.0,346.5,412.25,504.75,483.75,467.75,472.75,472.75,497.25,341.75,274.0,251.0,237.25
2023-02-03,235.25,226.75,235.75,261.0,283.5,338.25,394.75,511.5,491.25,475.75,480.75,480.75,504.25,333.75,270.75,248.25,235.25
2023-02-04,233.0,224.75,233.75,258.0,279.75,331.25,380.75,518.5,499.0,484.0,488.75,488.75,511.25,327.0,267.25,245.75,233.0
2023-02-05,231.25,223.0,231.75,255.0,276.0,324.25,368.75,451.75,506.5,492.25,496.75,496.75,518.5,320.25,264.0,243.25,231.25
2023-02-06,229.0,221.0,229.5,252.0,272.25,318.0,358.5,424.25,514.25,500.25,504.75,504.75,525.75,314.25,261.0,240.75,229.0
2023-02-07,227.25,219.75,227.75,249.75,269.0,312.0,349.5,405.25,521.75,508.5,512.75,512.75,454.75,308.75,257.75,238.75,227.25
2023-02-08,225.0,218.0,225.5,247.0,265.5,306.75,341.25,390.25,529.5,517.0,521.0,521.0,427.75,303.5,255.25,236.25,225.0
2023-02-09,223.25,216.25,223.75,244.75,262.5,301.5,333.75,377.75,537.25,525.25,529.0,529.0,408.75,298.5,252.5,234.25,223.25
2023-02-10,221.25,214.5,222.25,242.25,259.75,297.25,326.75,367.0,463.0,533.25,537.0,537.0,393.5,294.25,249.75,232.5,221.25
2023-02-11,220.0,213.25,220.25,240.0,256.75,292.5,321.0,357.5,435.25,541.75,545.25,545.25,380.75,289.75,247.5,230.5,220.0
2023-02-12,218.5,211.75,218.75,238.0,254.25,288.75,315.25,349.0,416.0,550.0,477.25,477.25,369.75,286.25,245.0,228.5,218.5
2023-02-13,216.5,210.0,217.25,235.75,251.5,284.25,309.75,341.5,400.25,478.25,446.25,446.25,360.5,282.25,242.75,226.5,216.5
2023-02-14,215.25,208.75,215.5,233.75,249.0,281.0,305.25,334.75,387.75,448.25,425.75,425.75,352.0,278.5,240.5,224.75,215.25
2023-02-15,213.5,207.5,214.25,231.75,246.75,277.5,300.25,328.25,376.75,427.5,409.25,409.25,344.25,275.25,238.5,222.75,213.5
2023-02-16,212.25,206.0,212.75,230.0,244.75,274.0,296.0,322.25,367.25,411.25,395.75,395.75,337.5,271.75,236.25,221.5,212.25
2023-02-17,210.75,204.75,211.5,228.25,242.5,270.75,292.25,317.0,358.5,398.25,384.75,384.75,331.25,269.0,234.75,220.0,210.75
2023-02-18,209.5,203.75,210.0,226.75,240.5,268.25,288.5,312.0,351.25,386.75,374.5,374.5,325.75,266.25,232.5,218.25,209.5
2023-02-19,208.25,202.5,208.75,224.75,238.75,265.25,285.25,307.25,344.25,377.0,365.75,365.75,320.25,263.25,231.0,216.75,208.25
2023-02-20,206.75,201.25,207.75,223.75,236.75,262.75,281.75,303.5,337.75,368.25,358.0,358.0,315.5,260.75,229.25,215.75,206.75
2023-02-21,206.0,200.5,206.5,221.75,234.75,260.25,278.25,299.5,332.25,360.5,351.0,351.0,311.0,258.5,227.5,214.25,206.0
2023-02-22,205.0,199.25,205.25,220.75,233.0,258.25,275.5,295.5,326.75,353.25,345.0,345.0,307.0,256.25,226.25,212.75,205.0
2023-02-23,203.75,198.25,204.25,219.25,231.5,255.75,273.0,292.25,322.25,347.0,339.0,339.0,302.75,253.75,224.75,211.75,203.75
2023-02-24,202.75,197.5,203.25,217.75,230.0,253.75,270.25,289.0,317.75,341.5,333.75,333.75,299.25,252.25,223.25,210.75,202.75
2023-02-25,201.75,196.5,202.0,216.75,228.5,251.75,268.25,286.0,313.75,336.25,328.75,328.75,296.0,250.0,222.25,209.75,201.75
2023-02-26,200.75,195.5,201.25,215.5,227.25,249.75,265.5,283.25,309.75,331.5,324.5,324.5,293.0,248.25,220.75,208.5,200.75
2023-02-27,199.75,195.0,200.25,214.5,225.75,248.0,263.5,281.0,306.25,327.25,320.5,320.5,289.75,246.25,219.5,207.25,199.75
2023-02-28,199.25,194.25,199.75,213.75,224.75,246.25,261.75,278.25,303.25,323.25,316.5,316.5,287.0,245.0,218.75,206.75,199.25
2023-03-01,198.25,193.25,198.5,212.5,223.75,245.0,260.0,276.0,300.0,319.5,313.0,313.0,284.5,243.25,217.5,205.5,198.25
2023-03-02,197.5,192.5,198.0,211.75,222.5,243.5,258.25,274.0,297.25,316.0,310.0,310.0,282.5,242.0,216.5,204.75,197.5
2023-03-03,196.75,191.75,197.25,210.75,221.25,242.25,256.25,272.0,294.75,313.0,307.5,307.5,280.25,240.75,215.5,204.0,196.75
2023-03-04,196.0,191.5,196.5,210.0,220.5,241.0,255.0,270.25,292.5,310.0,304.25,304.25,278.25,239.5,214.75,203.25,196.0
2023-03-05,195.75,190.75,196.0,209.25,219.75,239.5,253.25,268.5,290.5,307.5,302.0,302.0,276.25,238.0,214.0,202.75,195.75
2023-03-06,194.75,190.25,195.25,208.5,218.75,238.75,252.0,267.0,288.0,305.25,299.75,299.75,274.75,237.25,213.0,202.25,194.75
2023-03-07,194.25,189.75,194.75,207.75,218.0,237.5,251.25,265.25,286.5,303.0,298.0,298.0,273.0,236.5,212.5,201.25,194.25
2023-03-08,194.25,189.75,194.25,207.25,217.25,236.75,250.0,264.0,285.0,300.75,295.75,295.75,271.5,235.25,211.75,201.0,194.25
2023-03-09,193.75,188.75,194.25,206.5,216.75,235.5,248.75,262.75,283.25,299.25,294.25,294.25,270.5,234.5,211.25,200.25,193.75
2023-03-10,193.0,188.25,193.5,206.25,216.0,235.0,248.0,261.75,282.0,297.75,292.25,292.25,269.25,234.0,210.5,199.75,193.0
2023-03-11,192.75,188.25,192.75,205.5,215.25,234.5,247.25,261.0,280.75,295.75,291.25,291.25,268.0,233.25,210.0,199.25,192.75
2023-03-12,192.25,188.0,192.75,205.0,215.0,233.75,246.5,260.0,279.5,294.5,289.75,289.75,267.25,232.5,209.5,199.0,192.25
2023-03-13,192.25,187.5,192.25,204.75,214.75,233.25,245.5,259.25,278.75,293.25,288.75,288.75,266.25,232.0,209.0,198.75,192.25
2023-03-14,191.75,187.25,192.25,204.5,214.0,232.75,245.25,258.75,278.0,292.25,288.25,288.25,265.5,231.25,208.5,198.25,191.75
2023-03-15,191.5,187.25,192.0,204.25,214.0,232.5,245.0,258.0,277.25,291.75,287.25,287.25,265.25,231.0,208.75,198.25,191.5
2023-03-16,191.5,187.0,191.5,203.75,213.75,232.0,244.5,257.5,276.5,291.25,286.5,286.5,264.75,230.75,208.25,198.0,191.5
2023-03-17,191.5,186.75,191.75,203.5,213.75,232.0,244.25,257.5,276.25,290.5,286.0,286.0,264.0,230.5,208.5,198.0,191.5
2023-03-18,191.25,186.75,191.75,203.75,213.0,231.5,243.75,257.25,275.75,290.25,286.0,286.0,264.0,230.25,208.0,197.75,191.25
2023-03-19,191.25,186.75,191.5,203.75,213.0,231.5,243.75,256.75,275.75,290.0,285.5,285.5,263.75,230.25,208.0,198.0,191.25
2023-03-20,190.75,186.75,191.5,203.5,213.25,231.5,243.75,256.75,275.5,290.0,285.5,285.5,263.75,230.5,207.75,197.5,190.75
2023-03-21,191.0,186.75,191.5,203.5,213.25,231.25,243.75,257.0,275.5,290.0,285.25,285.25,263.75,230.25,208.0,197.75,191.0
2023-03-22,191.25,186.75,191.5,203.75,213.0,231.75,244.0,256.75,275.75,290.0,285.5,285.5,263.75,230.25,208.25,197.75,191.25
2023-03-23,191.5,186.75,191.5,203.75,213.5,231.75,244.0,257.25,276.0,290.25,286.0,286.0,264.25,230.5,208.25,198.0,191.5
2023-03-24,191.5,187.0,191.75,204.0,213.5,232.0,244.25,257.5,276.5,291.0,286.25,286.25,264.25,231.0,208.25,197.75,191.5
2023-03-25,191.5,186.75,191.5,204.0,214.0,232.25,244.5,258.0,277.0,291.75,287.0,287.0,265.0,231.0,208.5,198.0,191.5
2023-03-26,191.5,187.25,192.0,204.5,214.0,232.5,245.0,258.25,277.75,292.25,287.5,287.5,265.5,231.5,208.75,198.5,191.5
2023-03-27,192.0,187.5,192.5,204.75,214.5,233.25,245.25,259.0,278.5,293.25,288.75,288.75,266.25,232.0,209.25,198.5,192.0
2023-03-28,192.25,187.5,192.5,205.0,214.75,233.75,246.25,259.5,279.5,294.25,289.5,289.5,266.75,232.5,209.5,199.0,192.25
2023-03-29,192.75,188.25,193.0,205.25,215.25,234.0,247.0,260.75,280.5,295.5,290.5,290.5,267.5,232.75,210.0,199.25,192.75
2023-03-30,193.0,188.5,193.0,205.75,215.75,234.75,247.75,261.5,281.5,297.0,292.0,292.0,268.75,233.5,210.5,199.5,193.0
2023-03-31,193.0,188.75,193.5,206.25,216.5,235.75,248.5,262.75,283.0,298.5,293.5,293.5,270.0,234.0,211.0,200.0,193.0
2023-04-01,193.75,189.25,194.0,207.0,216.75,236.25,249.5,263.5,284.25,300.0,295.25,295.25,271.0,235.25,211.0,200.75,193.75
2023-04-02,194.25,189.5,194.75,207.25,217.75,237.0,250.5,265.0,286.0,302.0,297.0,297.0,272.5,236.0,211.75,201.25,194.25
2023-04-03,194.75,190.0,195.0,208.0,218.5,238.5,251.5,266.25,287.75,304.25,299.0,299.0,274.0,237.0,212.5,202.0,194.75
2023-04-04,195.25,190.75,195.75,208.75,219.25,239.0,253.0,267.75,289.5,306.5,301.25,301.25,275.75,237.75,213.75,202.25,195.25
2023-04-05,195.75,191.0,196.0,209.25,220.0,240.25,254.0,269.5,291.5,309.0,303.25,303.25,277.5,238.75,214.25,202.75,195.75
2023-04-06,196.5,191.5,197.0,210.25,220.75,241.5,255.5,271.25,293.75,311.75,306.0,306.0,279.25,240.25,215.25,203.5,196.5
2023-04-07,197.25,192.25,197.75,211.0,221.75,243.0,257.0,273.0,296.25,314.75,309.0,309.0,281.25,241.0,215.75,204.25,197.25
2023-04-08,197.75,193.0,198.25,211.75,223.0,244.5,259.0,275.0,298.75,318.0,311.75,311.75,283.5,242.5,217.0,205.25,197.75
2023-04-09,198.75,193.75,199.0,212.75,224.25,246.0,260.75,277.0,301.75,321.25,314.75,314.75,286.25,244.0,217.75,206.0,198.75
2023-04-10,199.25,194.5,199.75,214.0,225.25,247.25,262.5,279.25,304.75,325.25,318.75,318.75,288.5,245.5,219.25,207.0,199.25
2023-04-11,200.25,195.5,200.75,215.0,226.25,248.75,264.5,282.0,308.0,329.0,322.25,322.25,291.25,247.25,219.75,208.0,200.25
2023-04-12,201.25,196.0,201.25,216.0,227.75,250.5,266.5,284.5,311.75,333.5,326.5,326.5,294.25,249.25,221.25,208.75,201.25
2023-04-13,202.25,197.0,202.25,217.0,229.25,252.5,269.0,287.25,315.5,338.5,331.0,331.0,297.25,250.75,222.5,210.25,202.25
2023-04-14,203.0,197.5,203.25,218.5,230.5,254.5,271.5,290.25,319.5,343.75,336.0,336.0,300.5,252.75,224.0,211.0,203.0
2023-04-15,203.75,198.75,204.25,219.75,232.0,256.25,273.75,293.5,324.0,349.5,341.25,341.25,304.25,254.75,225.0,212.0,203.75
2023-04-16,205.0,199.75,205.25,220.75,233.5,258.75,276.75,297.0,328.75,356.25,347.0,347.0,308.25,257.0,226.5,213.25,205.0
2023-04-17,206.0,200.5,206.75,222.25,235.5,261.25,279.5,300.75,334.5,363.0,353.25,353.25,312.5,259.25,228.0,214.75,206.0
2023-04-18,207.25,201.75,208.0,224.0,237.0,263.5,282.5,304.75,339.75,370.75,360.75,360.75,317.0,261.5,229.5,215.75,207.25
2023-04-19,208.5,202.75,209.0,225.5,238.75,266.0,286.0,308.75,346.0,380.0,368.25,368.25,321.75,264.25,231.25,217.5,208.5
2023-04-20,210.0,203.75,210.25,226.75,240.75,268.75,289.5,313.5,353.0,389.75,377.0,377.0,327.0,267.0,233.25,218.75,210.0
2023-04-21,211.0,205.25,211.5,228.5,242.75,271.75,293.0,318.25,360.5,401.25,387.25,387.25,332.75,269.75,235.0,220.25,211.0
2023-04-22,212.75,206.25,212.75,230.5,244.75,274.75,297.25,323.5,369.25,414.75,399.0,399.0,339.0,272.5,236.75,222.0,212.75
2023-04-23,213.75,207.75,214.5,232.25,247.0,278.0,301.25,329.25,378.75,431.5,412.25,412.25,346.0,275.75,238.75,223.25,213.75
2023-04-24,215.25,208.75,216.0,234.0,249.5,281.25,305.75,335.5,389.75,453.0,429.0,429.0,353.25,279.0,240.75,225.0,215.25
2023-04-25,217.0,210.25,217.0,236.0,252.0,285.0,310.5,342.25,402.25,488.5,451.0,451.0,361.5,282.5,242.75,226.75,217.0
2023-04-26,218.5,211.5,218.75,238.0,254.0,288.5,315.75,349.75,418.25,531.0,487.0,487.0,371.25,286.0,245.25,228.5,218.5
2023-04-27,219.75,213.25,220.5,240.0,257.0,292.75,321.25,358.0,438.0,540.75,528.5,528.5,381.5,290.25,247.5,230.5,219.75
2023-04-28,221.25,214.5,222.0,242.25,259.75,297.0,327.25,367.25,467.5,532.75,536.5,536.5,394.0,294.25,249.75,232.25,221.25
2023-04-29,223.25,216.0,223.75,244.5,262.25,301.5,333.75,378.0,512.5,524.75,528.5,528.5,409.25,298.75,252.5,234.25,223.25
2023-04-30,225.0,217.5,225.75,246.75,265.25,306.5,340.75,390.0,529.5,516.75,520.75,520.75,427.75,303.25,255.0,236.25,225.0
2023-05-01,226.75,219.5,227.25,249.5,268.75,311.75,348.75,404.75,522.0,509.0,513.0,513.0,455.0,308.25,257.5,238.25,226.75
2023-05-02,228.75,221.0,229.25,251.75,272.0,317.25,357.25,423.25,514.75,501.0,505.25,505.25,500.5,313.5,260.75,240.5,228.75
2023-05-03,230.5,223.0,231.25,254.5,275.25,323.25,367.25,449.75,507.25,493.0,497.5,497.5,519.25,319.25,263.25,242.75,230.5
2023-05-04,232.75,224.5,233.25,257.25,279.0,329.75,378.25,494.75,499.75,485.0,489.75,489.75,512.25,325.5,266.75,245.25,232.75
2023-05-05,234.5,226.0,235.0,260.25,282.5,336.75,391.75,512.75,492.5,477.25,482.25,482.25,505.25,332.5,269.75,247.5,234.5
2023-05-06,236.75,228.25,237.25,263.5,286.5,344.25,407.75,506.25,485.25,469.25,474.5,474.5,498.25,339.5,273.25,249.75,236.75
2023-05-07,238.75,230.25,239.75,266.25,291.0,353.0,430.0,499.5,478.0,461.5,466.75,466.75,491.75,347.75,276.75,252.75,238.75
2023-05-08,241.25,232.25,241.75,269.5,295.0,362.75,478.0,493.0,470.75,453.75,459.25,459.25,485.0,356.5,280.5,255.25,241.25
2023-05-09,243.25,234.25,244.0,272.75,299.75,373.5,502.75,486.75,463.5,446.0,451.75,451.75,478.25,366.5,284.25,258.25,243.25
2023-05-10,245.75,236.0,246.75,276.25,305.0,386.5,497.0,480.25,456.5,438.25,444.0,444.0,471.75,378.25,288.25,261.0,245.75
2023-05-11,248.25,238.0,249.25,279.75,310.0,402.0,491.0,474.0,449.5,430.5,436.5,436.5,464.75,392.0,292.75,263.75,248.25
2023-05-12,250.5,240.5,251.75,283.5,315.25,422.75,485.25,467.75,442.5,422.75,429.0,429.0,458.25,409.5,297.0,267.25,250.5
2023-05-13,253.25,242.5,254.25,287.5,321.25,468.25,479.5,461.5,435.5,415.25,421.5,421.5,452.0,434.25,301.5,270.0,253.25
2023-05-14,255.75,244.75,256.75,291.5,327.75,491.0,473.75,455.5,428.5,407.75,414.25,414.25,445.5,473.75,306.5,273.25,255.75
2023-05-15,258.5,247.25,259.25,295.75,334.5,485.75,468.25,449.25,421.5,400.25,407.0,407.0,439.25,487.75,311.5,276.75,258.5
2023-05-16,261.25,249.5,262.25,300.5,341.75,480.75,462.75,443.25,414.75,392.75,399.75,399.75,432.75,482.5,317.0,280.25,261.25
2023-05-17,264.0,252.0,265.0,305.0,349.75,475.75,457.25,437.25,408.0,385.25,392.5,392.5,426.75,477.75,322.75,284.25,264.0
2023-05-18,267.0,254.25,268.0,310.0,358.75,470.75,452.0,431.5,401.5,377.75,385.25,385.25,420.5,472.75,329.25,287.75,267.0
2023-05-19,269.75,256.75,271.0,315.0,368.25,466.0,446.5,425.75,394.75,370.5,378.25,378.25,414.5,468.0,335.5,291.5,269.75
2023-05-20,272.75,259.5,273.75,320.5,379.5,461.25,441.5,419.75,388.25,363.5,371.25,371.25,408.5,463.25,342.75,295.75,272.75
2023-05-21,276.0,262.0,277.25,326.25,393.0,456.5,436.25,414.25,381.75,356.0,364.5,364.5,402.5,458.5,350.25,299.5,276.0
2023-05-22,279.0,264.5,280.25,332.25,410.5,452.0,431.25,408.75,375.5,348.75,357.5,357.5,396.75,454.0,359.0,304.0,279.0
2023-05-23,282.25,267.25,283.5,338.75,440.0,447.5,426.5,403.25,369.0,342.0,350.75,350.75,391.0,449.75,368.25,308.5,282.25
2023-05-24,285.5,270.25,286.75,345.5,469.5,443.0,421.5,398.0,363.0,335.0,344.0,344.0,385.5,445.25,378.75,313.0,285.5
2023-05-25,288.75,272.75,290.25,353.0,471.0,438.75,416.75,393.0,357.0,328.25,337.5,337.5,379.75,441.0,391.25,317.75,288.75
2023-05-26,292.25,275.5,293.75,361.25,467.5,434.75,412.25,387.75,351.0,321.5,330.75,330.75,374.25,436.75,407.0,322.75,292.25
2023-05-27,295.5,278.25,297.25,370.0,463.75,430.5,407.75,382.75,345.25,314.75,324.5,324.5,369.0,433.0,430.5,327.75,295.5
2023-05-28,299.5,281.0,300.75,379.75,460.5,426.75,403.25,378.0,339.5,308.25,318.25,318.25,364.0,429.0,459.75,333.0,299.5
2023-05-29,303.0,283.75,304.25,391.25,457.25,422.75,399.0,373.25,333.75,301.75,312.0,312.0,359.0,425.25,467.0,338.75,303.0
2023-05-30,306.25,286.5,308.0,405.5,454.0,419.0,395.0,368.5,328.25,295.5,306.25,306.25,354.0,421.5,464.0,344.5,306.25
2023-05-31,309.75,289.25,311.75,425.25,450.75,415.5,391.0,364.25,323.0,289.5,300.25,300.25,349.25,418.0,461.0,350.75,309.75
2023-06-01,313.75,292.25,315.5,453.75,448.0,412.0,387.25,359.5,318.0,283.25,294.5,294.5,344.75,414.5,458.25,357.0,313.75
2023-06-02,317.5,295.0,319.25,464.0,445.0,408.75,383.5,355.75,313.0,277.5,289.0,289.0,340.25,411.25,455.5,364.0,317.5
2023-06-03,321.25,297.75,323.0,461.5,442.5,405.5,380.0,351.5,308.0,271.75,283.75,283.75,336.0,408.0,453.0,371.25,321.25
2023-06-04,324.75,300.75,326.75,459.0,439.75,402.5,376.5,347.75,303.5,266.5,278.5,278.5,332.0,405.0,450.5,379.25,324.75
2023-06-05,328.25,303.0,330.75,457.0,437.5,399.75,373.25,344.0,299.0,261.25,273.5,273.5,328.0,402.25,448.0,387.5,328.25
2023-06-06,332.0,305.5,334.5,454.75,435.0,397.0,370.25,340.5,294.75,256.0,269.0,269.0,324.5,399.5,445.75,397.0,332.0
2023-06-07,336.0,308.25,338.25,452.75,432.75,394.25,367.5,337.25,291.0,251.25,264.25,264.25,320.75,397.0,443.75,408.0,336.0
2023-06-08,339.25,310.75,342.0,450.75,430.5,391.75,364.75,334.0,287.0,246.75,260.0,260.0,317.5,394.5,442.0,422.0,339.25
2023-06-09,343.0,313.0,345.75,449.25,428.75,389.5,362.0,331.25,283.5,242.5,255.75,255.75,314.25,392.5,440.0,446.0,343.0
2023-06-10,346.25,315.5,349.25,447.5,427.0,387.5,359.75,328.5,280.0,238.25,252.0,252.0,311.25,390.25,438.25,460.0,346.25
2023-06-11,349.5,317.5,352.75,446.0,425.5,385.5,357.75,326.0,277.0,234.5,248.5,248.5,308.5,388.25,437.0,458.5,349.5
2023-06-12,353.0,319.5,355.75,444.5,424.0,384.0,355.5,323.75,274.0,231.25,245.25,245.25,306.25,386.5,435.5,457.25,353.0
2023-06-13,355.75,321.25,359.0,443.25,422.75,382.25,353.75,321.75,271.75,228.0,242.5,242.5,304.0,385.0,434.25,456.0,355.75
2023-06-14,358.25,323.0,361.75,442.25,421.5,380.75,352.25,320.0,269.25,225.0,239.75,239.75,302.0,383.75,433.0,455.0,358.25
2023-06-15,361.0,324.5,364.75,441.5,420.5,379.5,350.75,318.25,267.25,222.5,237.5,237.5,300.25,382.5,432.0,454.0,361.0
2023-06-16,363.0,326.0,367.0,440.5,419.5,378.5,349.5,317.0,265.75,220.5,235.5,235.5,299.0,381.5,431.25,453.25,363.0
2023-06-17,364.75,326.75,369.0,439.75,418.75,377.75,348.75,316.0,264.0,218.75,233.75,233.75,297.5,380.5,430.5,452.75,364.75
2023-06-18,366.25,328.0,370.5,439.25,418.25,377.0,347.75,315.25,263.0,217.25,232.5,232.5,296.75,379.75,430.0,452.25,366.25
2023-06-19,367.5,328.25,372.0,439.0,418.0,376.5,347.5,314.5,262.25,216.25,231.75,231.75,296.0,379.5,429.5,452.0,367.5
2023-06-20,368.25,329.0,372.5,438.75,417.5,376.25,347.0,314.0,261.75,215.5,231.0,231.0,295.5,379.0,429.25,451.75,368.25
2023-06-21,368.5,329.0,373.0,438.75,417.25,376.25,346.75,313.75,261.75,215.25,230.75,230.75,295.25,379.0,429.25,451.75,368.5
2023-06-22,368.25,329.0,372.75,438.75,417.5,376.25,347.0,314.0,261.75,215.5,231.0,231.0,295.5,379.0,429.25,451.75,368.25
2023-06-23,367.75,328.5,371.75,439.0,417.5,376.5,347.0,314.25,262.0,216.0,231.5,231.5,296.0,379.5,429.5,452.0,367.75
2023-06-24,366.75,328.0,370.75,439.25,418.0,376.75,347.75,314.75,262.75,217.0,232.25,232.25,296.75,379.75,430.0,452.0,366.75
2023-06-25,365.25,327.0,369.5,439.75,418.75,377.25,348.5,315.75,264.0,218.25,233.5,233.5,297.5,380.25,430.25,452.75,365.25
2023-06-26,363.5,326.0,367.5,440.25,419.25,378.25,349.5,316.75,265.25,220.0,235.0,235.0,298.5,381.25,431.0,453.25,363.5
2023-06-27,361.5,325.0,365.25,441.0,420.0,379.25,350.5,318.0,266.75,222.0,237.0,237.0,299.75,382.0,432.0,454.0,361.5
2023-06-28,359.25,323.5,362.5,442.0,421.25,380.25,351.75,319.5,268.75,224.25,239.25,239.25,301.5,383.25,432.75,454.75,359.25
2023-06-29,356.5,321.75,359.75,443.25,422.25,381.75,353.5,321.25,271.0,227.0,241.5,241.5,303.5,384.75,433.75,455.75,356.5
2023-06-30,353.5,320.0,356.75,444.25,423.5,383.5,355.0,323.25,273.5,230.25,244.5,244.5,305.75,386.0,435.0,456.75,353.5
2023-07-01,350.5,318.25,353.25,445.5,425.0,385.25,357.0,325.5,276.25,233.5,247.75,247.75,308.0,387.75,436.5,458.0,350.5
2023-07-02,347.0,316.0,350.25,447.0,426.75,387.0,359.0,328.0,279.25,237.25,251.25,251.25,310.75,389.75,437.75,459.5,347.0
2023-07-03,343.75,313.75,346.5,448.5,428.5,389.0,361.25,330.5,282.5,241.25,254.75,254.75,313.5,391.75,439.5,452.5,343.75
