Date,59.91°,59.13°,59.97°,61.9°,63.25°,65.46°,66.74°,67.96°,69.49°,70.51°,70.2°,70.2°,68.55°,65.32°,62.52°,60.99°,59.91°
2023-10-19,2.87,2.8,2.88,3.09,3.27,3.62,3.88,4.17,4.62,5.01,4.88,4.88,4.33,3.6,3.17,2.98,2.87
2023-10-20,2.88,2.8,2.88,3.12,3.3,3.66,3.92,4.22,4.71,5.12,4.98,4.98,4.4,3.64,3.19,3.0,2.88
2023-10-21,2.91,2.83,2.91,3.13,3.33,3.7,3.98,4.29,4.79,5.22,5.08,5.08,4.47,3.67,3.22,3.02,2.91
2023-10-22,2.92,2.83,2.92,3.16,3.34,3.73,4.02,4.34,4.88,5.36,5.19,5.19,4.53,3.71,3.24,3.05,2.92
2023-10-23,2.93,2.86,2.95,3.18,3.37,3.78,4.08,4.42,4.97,5.49,5.33,5.33,4.62,3.75,3.27,3.07,2.93
2023-10-24,2.95,2.88,2.97,3.2,3.41,3.83,4.13,4.48,5.09,5.66,5.47,5.47,4.7,3.79,3.29,3.09,2.95
2023-10-25,2.98,2.88,2.98,3.23,3.43,3.88,4.18,4.57,5.22,5.87,5.63,5.63,4.79,3.84,3.33,3.11,2.98
2023-10-26,2.99,2.91,3.0,3.26,3.48,3.92,4.24,4.66,5.36,6.08,5.83,5.83,4.89,3.88,3.35,3.13,2.99
2023-10-27,3.02,2.92,3.03,3.29,3.51,3.97,4.33,4.75,5.53,6.37,6.05,6.05,5.01,3.93,3.38,3.16,3.02
2023-10-28,3.04,2.94,3.05,3.32,3.53,4.03,4.39,4.84,5.71,6.73,6.33,6.33,5.12,3.99,3.42,3.18,3.04
2023-10-29,3.07,2.98,3.08,3.35,3.58,4.08,4.47,4.96,5.92,7.32,6.71,6.71,5.27,4.04,3.44,3.21,3.07
2023-10-30,3.09,3.0,3.1,3.38,3.62,4.13,4.55,5.08,6.17,8.23,7.32,7.32,5.42,4.1,3.49,3.24,3.09
2023-10-31,3.12,3.02,3.12,3.42,3.67,4.21,4.64,5.22,6.52,8.08,8.17,8.17,5.6,4.17,3.52,3.27,3.12
2023-11-01,3.14,3.04,3.16,3.44,3.71,4.28,4.74,5.38,7.03,7.94,8.02,8.02,5.81,4.23,3.57,3.3,3.14
2023-11-02,3.17,3.06,3.18,3.48,3.75,4.35,4.85,5.56,8.06,7.8,7.88,7.88,6.07,4.31,3.6,3.33,3.17
2023-11-03,3.19,3.09,3.2,3.52,3.81,4.43,4.97,5.77,7.92,7.65,7.73,7.73,6.41,4.38,3.65,3.37,3.19
2023-11-04,3.23,3.11,3.23,3.57,3.85,4.51,5.1,6.02,7.78,7.5,7.59,7.59,6.89,4.47,3.68,3.4,3.23
2023-11-05,3.25,3.14,3.26,3.61,3.92,4.6,5.26,6.34,7.65,7.35,7.45,7.45,7.89,4.55,3.73,3.43,3.25
2023-11-06,3.28,3.17,3.29,3.64,3.96,4.71,5.42,6.84,7.51,7.21,7.3,7.3,7.77,4.65,3.78,3.47,3.28
2023-11-07,3.32,3.2,3.33,3.69,4.02,4.82,5.62,7.79,7.38,7.06,7.16,7.16,7.64,4.75,3.83,3.51,3.32
2023-11-08,3.35,3.23,3.35,3.75,4.08,4.93,5.85,7.67,7.24,6.91,7.01,7.01,7.51,4.87,3.88,3.55,3.35
2023-11-09,3.38,3.25,3.39,3.78,4.14,5.07,6.13,7.55,7.11,6.76,6.87,6.87,7.38,4.99,3.95,3.58,3.38
2023-11-10,3.42,3.29,3.42,3.83,4.22,5.22,6.56,7.43,6.97,6.62,6.73,6.73,7.27,5.12,4.0,3.62,3.42
2023-11-11,3.45,3.32,3.47,3.88,4.28,5.38,7.63,7.31,6.83,6.47,6.58,6.58,7.13,5.28,4.06,3.67,3.45
2023-11-12,3.49,3.35,3.5,3.94,4.37,5.58,7.53,7.19,6.69,6.31,6.44,6.44,7.01,5.46,4.12,3.72,3.49
2023-11-13,3.52,3.38,3.54,4.0,4.45,5.8,7.42,7.07,6.57,6.17,6.29,6.29,6.88,5.67,4.18,3.76,3.52
2023-11-14,3.56,3.41,3.58,4.07,4.53,6.1,7.31,6.95,6.43,6.02,6.15,6.15,6.77,5.92,4.25,3.8,3.56
2023-11-15,3.61,3.45,3.62,4.12,4.62,6.53,7.21,6.84,6.29,5.87,6.01,6.01,6.64,6.26,4.33,3.86,3.61
2023-11-16,3.64,3.48,3.66,4.18,4.73,7.45,7.1,6.72,6.16,5.72,5.86,5.86,6.52,6.82,4.41,3.92,3.64
2023-11-17,3.68,3.52,3.7,4.25,4.84,7.34,6.99,6.61,6.03,5.57,5.72,5.72,6.39,7.38,4.49,3.97,3.68
2023-11-18,3.73,3.55,3.75,4.33,4.95,7.25,6.89,6.49,5.89,5.41,5.57,5.57,6.28,7.29,4.57,4.02,3.73
2023-11-19,3.78,3.6,3.78,4.4,5.08,7.16,6.78,6.38,5.76,5.27,5.42,5.42,6.15,7.2,4.67,4.07,3.78
2023-11-20,3.83,3.64,3.83,4.47,5.22,7.07,6.68,6.26,5.62,5.11,5.28,5.28,6.03,7.11,4.77,4.14,3.83
2023-11-21,3.87,3.67,3.89,4.55,5.38,6.97,6.58,6.15,5.5,4.96,5.13,5.13,5.92,7.02,4.87,4.2,3.87
2023-11-22,3.92,3.72,3.93,4.64,5.55,6.89,6.48,6.04,5.37,4.81,4.99,4.99,5.8,6.93,4.98,4.27,3.92
2023-11-23,3.97,3.75,3.98,4.73,5.77,6.81,6.39,5.93,5.23,4.66,4.84,4.84,5.68,6.84,5.12,4.33,3.97
2023-11-24,4.02,3.79,4.03,4.83,6.03,6.72,6.3,5.83,5.1,4.5,4.7,4.7,5.57,6.77,5.25,4.4,4.02
2023-11-25,4.07,3.84,4.09,4.94,6.42,6.63,6.2,5.72,4.97,4.36,4.56,4.56,5.46,6.67,5.39,4.47,4.07
2023-11-26,4.12,3.88,4.14,5.05,7.18,6.55,6.11,5.62,4.85,4.2,4.42,4.42,5.34,6.59,5.58,4.54,4.12
2023-11-27,4.17,3.92,4.2,5.17,7.12,6.47,6.02,5.51,4.72,4.05,4.27,4.27,5.23,6.52,5.77,4.62,4.17
2023-11-28,4.22,3.98,4.25,5.29,7.05,6.39,5.92,5.41,4.59,3.89,4.12,4.12,5.12,6.44,6.01,4.7,4.22
2023-11-29,4.28,4.02,4.31,5.43,6.98,6.32,5.84,5.31,4.47,3.74,3.98,3.98,5.02,6.36,6.35,4.78,4.28
2023-11-30,4.33,4.06,4.36,5.6,6.92,6.23,5.77,5.22,4.35,3.59,3.85,3.85,4.92,6.28,7.12,4.87,4.33
2023-12-01,4.39,4.1,4.42,5.78,6.87,6.17,5.67,5.12,4.23,3.44,3.71,3.71,4.81,6.22,7.06,4.96,4.39
2023-12-02,4.45,4.14,4.47,6.0,6.81,6.1,5.59,5.03,4.11,3.29,3.56,3.56,4.71,6.15,7.01,5.05,4.45
2023-12-03,4.5,4.18,4.53,6.28,6.74,6.03,5.53,4.94,4.0,3.13,3.42,3.42,4.61,6.08,6.95,5.14,4.5
2023-12-04,4.57,4.23,4.59,6.9,6.69,5.97,5.45,4.85,3.88,2.98,3.29,3.29,4.52,6.02,6.9,5.25,4.57
2023-12-05,4.62,4.28,4.66,7.02,6.64,5.9,5.38,4.77,3.78,2.83,3.17,3.17,4.43,5.96,6.85,5.37,4.62
2023-12-06,4.68,4.32,4.7,6.97,6.6,5.85,5.32,4.69,3.67,2.68,3.02,3.02,4.33,5.9,6.8,5.47,4.68
2023-12-07,4.73,4.35,4.77,6.93,6.55,5.79,5.25,4.62,3.57,2.53,2.9,2.9,4.26,5.84,6.76,5.59,4.73
2023-12-08,4.79,4.39,4.83,6.89,6.51,5.74,5.18,4.54,3.47,2.39,2.77,2.77,4.17,5.79,6.72,5.72,4.79
2023-12-09,4.85,4.44,4.89,6.86,6.46,5.69,5.12,4.47,3.38,2.24,2.64,2.64,4.09,5.74,6.68,5.86,4.85
2023-12-10,4.91,4.47,4.95,6.83,6.42,5.64,5.08,4.41,3.27,2.09,2.52,2.52,4.03,5.69,6.64,6.02,4.91
2023-12-11,4.95,4.52,5.0,6.79,6.39,5.59,5.03,4.35,3.19,1.96,2.41,2.41,3.96,5.66,6.61,6.18,4.95
2023-12-12,5.01,4.55,5.05,6.76,6.36,5.56,4.97,4.29,3.12,1.82,2.3,2.3,3.89,5.62,6.58,6.42,5.01
2023-12-13,5.05,4.58,5.1,6.73,6.33,5.53,4.94,4.24,3.04,1.68,2.2,2.2,3.84,5.58,6.56,6.83,5.05
2023-12-14,5.1,4.62,5.15,6.71,6.31,5.49,4.9,4.2,2.98,1.55,2.1,2.1,3.79,5.55,6.53,6.96,5.1
2023-12-15,5.14,4.62,5.18,6.69,6.28,5.46,4.87,4.16,2.91,1.43,2.01,2.01,3.74,5.53,6.51,6.94,5.14
2023-12-16,5.17,4.66,5.22,6.67,6.26,5.44,4.83,4.12,2.86,1.31,1.93,1.93,3.7,5.5,6.49,6.92,5.17
2023-12-17,5.2,4.67,5.25,6.66,6.24,5.42,4.81,4.09,2.81,1.2,1.86,1.86,3.67,5.47,6.47,6.91,5.2
2023-12-18,5.23,4.68,5.28,6.64,6.22,5.4,4.79,4.07,2.77,1.11,1.8,1.8,3.64,5.46,6.46,6.89,5.23
2023-12-19,5.25,4.7,5.3,6.63,6.22,5.39,4.78,4.05,2.74,1.03,1.76,1.76,3.62,5.45,6.45,6.88,5.25
2023-12-20,5.26,4.71,5.33,6.62,6.21,5.38,4.77,4.04,2.73,0.97,1.73,1.73,3.61,5.44,6.44,6.88,5.26
2023-12-21,5.28,4.72,5.33,6.62,6.21,5.38,4.76,4.03,2.72,0.94,1.71,1.71,3.59,5.43,6.44,6.88,5.28
2023-12-22,5.28,4.72,5.33,6.62,6.21,5.38,4.76,4.03,2.72,0.94,1.71,1.71,3.59,5.43,6.44,6.88,5.28
2023-12-23,5.27,4.71,5.33,6.62,6.21,5.38,4.76,4.04,2.73,0.96,1.73,1.73,3.61,5.44,6.44,6.88,5.27
2023-12-24,5.26,4.72,5.32,6.63,6.22,5.39,4.78,4.04,2.74,1.01,1.74,1.74,3.61,5.44,6.44,6.88,5.26
2023-12-25,5.23,4.69,5.28,6.64,6.22,5.39,4.79,4.06,2.77,1.08,1.79,1.79,3.64,5.46,6.46,6.89,5.23
2023-12-26,5.22,4.68,5.27,6.66,6.24,5.41,4.81,4.09,2.81,1.18,1.84,1.84,3.66,5.47,6.47,6.91,5.22
2023-12-27,5.18,4.66,5.23,6.67,6.26,5.42,4.83,4.11,2.84,1.27,1.91,1.91,3.69,5.49,6.49,6.91,5.18
2023-12-28,5.14,4.63,5.2,6.68,6.28,5.46,4.86,4.14,2.89,1.39,1.99,1.99,3.73,5.51,6.51,6.92,5.14
2023-12-29,5.12,4.61,5.17,6.71,6.29,5.47,4.89,4.19,2.96,1.51,2.08,2.08,3.77,5.54,6.53,6.95,5.12
2023-12-30,5.07,4.59,5.12,6.72,6.33,5.51,4.92,4.22,3.02,1.64,2.17,2.17,3.83,5.58,6.54,6.97,5.07
2023-12-31,5.02,4.56,5.06,6.76,6.35,5.54,4.96,4.28,3.09,1.77,2.27,2.27,3.88,5.61,6.58,6.48,5.02
